/* DATA DESCRIPTION:
Citation:	Parrenin, Frédéric; Masson-Delmotte, Valerie; Köhler, Peter; Raynaud, Dominique; Paillard, Didier; Schwander, Jakob; Barbante, Carlo; Landais, Amaelle; Wegner, Anna; Jouzel, Jean (2013): Antarctic Temperature Stack (ATS) from five different ice cores (EDC, Vostok, Dome Fuji, TALDICE, and EDML). PANGAEA, https://doi.org/10.1594/PANGAEA.810188, 
6.18	0.57
6.20	0.40
6.22	0.47
6.24	1.01
6.26	0.26
6.28	-0.15
6.30	0.20
6.32	0.04
6.35	-0.16
6.37	-0.15
6.39	0.12
6.41	-0.16
6.43	0.60
6.45	0.79
6.47	0.61
6.49	0.18
6.51	-0.32
6.53	-0.43
6.55	0.42
6.57	0.02
6.59	-0.35
6.61	0.17
6.63	0.19
6.65	0.38
6.67	-0.04
6.69	-0.02
6.71	0.31
6.73	0.29
6.75	0.01
6.77	-0.24
6.79	-0.18
6.81	-0.14
6.83	0.16
6.85	0.24
6.87	0.36
6.89	0.11
6.91	0.44
6.93	0.13
6.95	-0.11
6.97	-0.41
6.99	0.10
7.01	0.01
7.03	-0.27
7.06	-0.06
7.08	-0.07
7.10	-0.04
7.12	-0.02
7.14	0.24
7.16	-0.09
7.18	-0.45
7.20	-0.50
7.22	-0.30
7.24	-0.33
7.26	-0.21
7.28	-0.19
7.30	-0.16
7.32	-0.03
7.34	0.27
7.36	0.35
7.38	0.17
7.40	-0.10
7.42	-0.27
7.44	0.01
7.46	0.05
7.48	-0.01
7.50	0.07
7.52	-0.01
7.54	-0.01
7.56	-0.06
7.58	0.23
7.60	0.23
7.62	0.38
7.64	0.36
7.66	-0.17
7.68	-0.31
7.70	-0.18
7.72	0.23
7.75	0.08
7.77	0.20
7.79	0.31
7.81	0.44
7.83	-0.35
7.85	0.07
7.87	-0.20
7.89	-0.03
7.91	0.27
7.93	0.16
7.95	0.18
7.97	-0.32
7.99	-0.39
8.01	-0.69
8.03	-0.54
8.05	-0.61
8.07	-0.27
8.09	-0.47
8.11	-0.69
8.13	-0.29
8.15	-0.16
8.17	-0.23
8.19	-0.47
8.21	-0.54
8.23	-0.55
8.25	-0.29
8.27	-0.05
8.29	0.14
8.31	0.10
8.33	0.09
8.35	-0.03
8.37	0.27
8.39	0.39
8.41	0.24
8.43	0.31
8.46	0.30
8.48	0.31
8.50	-0.07
8.52	-0.09
8.54	-0.08
8.56	-0.46
8.58	0.04
8.60	0.00
8.62	0.07
8.64	0.23
8.66	0.05
8.68	0.14
8.70	0.10
8.72	0.24
8.74	-0.01
8.76	-0.10
8.78	0.01
8.80	0.17
8.82	0.53
8.84	-0.14
8.86	-0.08
8.88	-0.07
8.90	0.28
8.92	0.08
8.94	0.24
8.96	0.26
8.98	0.08
9.00	0.61
9.02	0.59
9.04	0.17
9.06	0.20
9.08	0.26
9.10	0.56
9.12	0.65
9.15	0.32
9.17	0.51
9.19	-0.03
9.21	0.33
9.23	0.95
9.25	0.54
9.27	0.97
9.29	0.77
9.31	0.41
9.33	0.15
9.35	0.61
9.37	0.44
9.39	0.21
9.41	0.40
9.43	0.45
9.45	0.82
9.47	0.75
9.49	0.80
9.51	0.79
9.53	0.45
9.55	0.31
9.57	0.86
9.59	0.66
9.61	0.81
9.63	0.87
9.65	0.94
9.67	0.75
9.69	0.80
9.71	0.53
9.73	0.55
9.75	0.39
9.77	0.61
9.79	0.54
9.81	0.77
9.83	1.18
9.86	0.43
9.88	0.78
9.90	0.86
9.92	0.58
9.94	0.82
9.96	1.08
9.98	0.96
10.00	0.86
10.02	0.78
10.04	0.74
10.06	0.59
10.08	0.73
10.10	0.42
10.12	0.61
10.14	0.36
10.16	0.55
10.18	1.35
10.20	1.13
10.22	0.58
10.24	0.49
10.26	1.03
10.28	0.76
10.30	0.86
10.32	0.96
10.34	0.95
10.36	0.90
10.38	0.95
10.40	0.28
10.42	0.63
10.44	0.53
10.46	0.83
10.48	0.57
10.50	0.55
10.52	1.15
10.54	1.01
10.57	1.19
10.59	1.54
10.61	1.41
10.63	0.85
10.65	0.66
10.67	0.54
10.69	0.63
10.71	0.72
10.73	1.01
10.75	0.93
10.77	0.53
10.79	0.18
10.81	0.90
10.83	0.69
10.85	0.75
10.87	0.66
10.89	0.54
10.91	0.86
10.93	0.64
10.95	0.84
10.97	0.84
10.99	0.66
11.01	0.68
11.03	0.49
11.05	0.48
11.07	0.47
11.09	0.52
11.11	0.72
11.13	0.63
11.15	0.51
11.17	0.65
11.19	0.64
11.21	0.59
11.23	0.70
11.26	0.95
11.28	1.17
11.30	1.36
11.32	0.93
11.34	0.88
11.36	0.92
11.38	0.89
11.40	1.09
11.42	1.27
11.44	0.50
11.46	0.48
11.48	0.10
11.50	0.34
11.52	0.66
11.54	1.43
11.56	1.44
11.58	1.13
11.60	1.03
11.62	0.99
11.64	0.79
11.66	1.05
11.67	1.31
11.69	1.11
11.71	1.22
11.73	1.23
11.75	0.77
11.77	0.74
11.79	0.52
11.80	0.63
11.82	0.35
11.84	0.68
11.86	-0.01
11.88	-0.27
11.90	-0.23
11.92	-0.12
11.94	-0.25
11.95	-0.27
11.97	-0.06
11.99	-0.39
12.01	-0.63
12.03	-0.42
12.05	-0.72
12.07	-0.60
12.08	-0.56
12.10	-0.88
12.12	-0.74
12.14	-0.92
12.16	-1.61
12.18	-1.58
12.20	-1.40
12.21	-1.36
12.23	-1.63
12.25	-1.53
12.27	-1.31
12.29	-1.54
12.31	-1.39
12.33	-1.54
12.34	-1.59
12.36	-1.58
12.38	-1.85
12.40	-1.94
12.42	-1.77
12.44	-1.62
12.46	-1.72
12.47	-2.12
12.49	-2.31
12.51	-2.26
12.53	-2.46
12.55	-2.64
12.57	-2.69
12.59	-2.82
12.61	-3.04
12.62	-2.73
12.64	-2.77
12.66	-2.87
12.68	-2.72
12.70	-2.66
12.72	-2.74
12.74	-2.78
12.75	-3.14
12.77	-3.57
12.79	-3.01
12.81	-2.58
12.83	-2.53
12.86	-2.72
12.88	-2.60
12.90	-2.72
12.93	-2.74
12.95	-2.88
12.97	-2.89
13.00	-2.92
13.02	-2.66
13.05	-2.56
13.07	-2.61
13.09	-2.72
13.12	-3.11
13.14	-2.80
13.16	-2.47
13.19	-2.83
13.21	-2.82
13.23	-2.54
13.26	-2.68
13.28	-2.70
13.30	-2.63
13.33	-2.35
13.35	-2.35
13.37	-2.46
13.40	-2.71
13.42	-2.71
13.45	-2.83
13.47	-2.94
13.49	-2.95
13.52	-3.03
13.54	-2.87
13.56	-2.45
13.59	-2.29
13.61	-2.31
13.63	-2.41
13.66	-2.74
13.68	-2.30
13.70	-2.63
13.73	-2.92
13.75	-2.87
13.77	-2.85
13.80	-2.95
13.82	-2.97
13.84	-2.84
13.87	-2.94
13.89	-3.02
13.92	-3.06
13.94	-2.99
13.96	-2.92
13.99	-2.68
14.01	-2.44
14.03	-2.86
14.06	-2.81
14.08	-2.81
14.10	-2.77
14.13	-2.83
14.15	-2.39
14.17	-2.35
14.20	-2.28
14.22	-2.18
14.24	-2.04
14.27	-2.06
14.29	-2.38
14.32	-1.94
14.34	-1.69
14.36	-1.64
14.39	-1.63
14.41	-1.57
14.43	-1.97
14.46	-2.09
14.48	-1.48
14.50	-1.56
14.53	-1.55
14.55	-1.64
14.57	-1.60
14.60	-1.69
14.62	-1.86
14.64	-1.91
14.67	-2.39
14.69	-2.05
14.71	-1.69
14.73	-1.76
14.75	-2.06
14.77	-2.25
14.79	-2.19
14.81	-2.41
14.83	-2.77
14.85	-2.90
14.87	-3.16
14.89	-3.25
14.91	-2.80
14.93	-2.84
14.95	-2.73
14.97	-2.86
14.99	-3.28
15.01	-3.10
15.03	-2.73
15.05	-2.66
15.07	-2.77
15.09	-3.04
15.11	-2.92
15.13	-2.80
15.15	-2.91
15.16	-3.32
15.18	-3.38
15.20	-2.77
15.22	-2.97
15.24	-3.20
15.26	-3.22
15.28	-3.15
15.30	-3.09
15.32	-3.06
15.34	-3.34
15.36	-3.31
15.38	-3.33
15.40	-3.41
15.42	-3.57
15.44	-3.75
15.46	-3.76
15.48	-3.41
15.50	-3.62
15.52	-3.62
15.54	-3.86
15.56	-4.01
15.58	-3.79
15.60	-3.55
15.62	-3.55
15.64	-3.86
15.66	-3.80
15.68	-3.88
15.70	-3.99
15.72	-3.93
15.74	-3.89
15.76	-3.96
15.78	-3.97
15.80	-3.85
15.82	-4.12
15.84	-3.95
15.86	-3.70
15.88	-3.89
15.90	-3.81
15.92	-3.84
15.94	-3.85
15.96	-3.75
15.98	-4.02
16.00	-3.89
16.02	-3.81
16.04	-4.08
16.06	-4.24
16.08	-4.75
16.10	-4.73
16.11	-4.69
16.13	-4.55
16.15	-4.41
16.17	-4.54
16.19	-4.77
16.21	-4.83
16.23	-4.86
16.25	-5.05
16.27	-5.24
16.29	-5.17
16.31	-5.25
16.33	-5.11
16.35	-5.00
16.37	-5.01
16.39	-5.25
16.41	-5.30
16.43	-5.18
16.45	-5.37
16.47	-5.50
16.49	-5.50
16.51	-5.17
16.53	-4.92
16.55	-5.24
16.57	-5.20
16.59	-5.48
16.61	-5.15
16.63	-5.41
16.65	-5.53
16.67	-5.42
16.69	-5.59
16.71	-6.00
16.73	-5.98
16.75	-5.71
16.77	-5.60
16.79	-5.85
16.81	-6.07
16.83	-6.02
16.85	-6.34
16.87	-6.44
16.89	-6.50
16.91	-6.80
16.93	-6.63
16.95	-6.39
16.97	-6.74
16.99	-6.97
17.01	-6.96
17.03	-6.83
17.05	-6.69
17.06	-6.80
17.08	-6.96
17.10	-6.74
17.12	-6.67
17.14	-6.72
17.16	-6.75
17.18	-6.83
17.20	-6.70
17.22	-6.76
17.24	-6.53
17.26	-6.64
17.28	-6.76
17.30	-6.92
17.32	-6.65
17.34	-6.68
17.36	-7.02
17.38	-7.02
17.40	-7.10
17.42	-7.16
17.44	-7.54
17.46	-7.51
17.48	-7.47
17.50	-7.23
17.52	-7.47
17.54	-7.55
17.56	-7.81
17.58	-7.84
17.60	-8.06
17.62	-8.01
17.64	-8.10
17.66	-7.77
17.68	-8.23
17.70	-8.07
17.72	-8.11
17.74	-7.92
17.76	-7.92
17.78	-7.91
17.80	-7.60
17.82	-8.00
17.84	-7.89
17.86	-7.76
17.88	-8.09
17.90	-7.93
17.92	-7.77
17.94	-7.65
17.96	-7.92
17.98	-7.98
18.00	-7.85
18.01	-8.05
18.03	-8.11
18.05	-8.40
18.07	-8.56
18.09	-8.50
18.11	-8.39
18.13	-8.45
18.15	-8.47
18.17	-8.49
18.19	-8.40
18.21	-8.32
18.23	-8.32
18.25	-8.13
18.27	-7.97
18.29	-8.02
18.31	-8.11
18.33	-8.08
18.35	-7.97
18.37	-8.03
18.39	-8.24
18.41	-8.11
18.43	-8.34
18.45	-8.10
18.47	-8.06
18.49	-8.15
18.51	-8.13
18.53	-8.18
18.55	-8.58
18.57	-8.72
18.59	-8.49
18.61	-8.42
18.63	-8.42
18.65	-8.72
18.67	-8.43
18.69	-8.28
18.71	-7.82
18.73	-8.01
18.75	-8.29
18.77	-8.15
18.79	-8.15
18.81	-8.28
18.83	-8.53
18.85	-8.47
18.87	-8.56
18.89	-8.56
18.91	-8.40
18.93	-8.15
18.94	-8.69
18.96	-8.96
18.98	-8.68
19.00	-8.66
19.02	-8.78
19.04	-8.76
19.06	-8.75
19.08	-8.68
19.10	-8.48
19.12	-8.14
19.14	-8.25
19.16	-8.36
19.18	-8.72
19.20	-8.81
19.22	-8.79
19.24	-8.71
19.26	-8.74
19.28	-8.47
19.30	-8.26
19.32	-8.54
19.34	-8.38
19.36	-8.48
19.38	-8.51
19.40	-8.36
19.42	-8.08
19.44	-8.00
19.46	-8.47
19.48	-8.70
19.50	-8.31
19.52	-8.21
19.54	-8.39
19.56	-8.70
19.58	-8.86
19.60	-8.68
19.62	-8.59
19.64	-8.59
19.66	-8.71
19.68	-8.74
19.70	-8.73
19.72	-8.74
19.74	-9.23
19.76	-8.80
19.78	-8.60
19.80	-8.68
19.82	-8.69
19.84	-8.72
19.86	-8.83
19.88	-8.87
19.89	-8.76
19.91	-8.63
19.93	-8.91
19.95	-8.97
19.97	-8.79
19.99	-8.67
20.01	-8.69
20.03	-8.68
20.05	-8.58
20.07	-8.65
20.09	-8.45
20.11	-8.40
20.13	-8.70
20.15	-8.42
20.17	-8.90
20.19	-8.70
20.21	-8.86
20.23	-8.74
20.25	-8.51
20.27	-8.50
20.29	-8.49
20.31	-8.66
20.33	-8.68
20.35	-8.60
20.37	-8.73
20.39	-8.95
20.41	-8.75
20.43	-8.56
20.45	-8.74
20.47	-8.73
20.49	-8.69
20.51	-8.75
20.53	-8.69
20.55	-8.62
20.57	-8.56
20.59	-8.40
20.61	-8.55
20.63	-8.88
20.65	-8.80
20.67	-8.71
20.69	-8.58
20.71	-8.56
20.73	-8.47
20.75	-8.65
20.77	-9.03
20.79	-8.95
20.81	-8.77
20.83	-8.90
20.84	-8.95
20.86	-8.87
20.88	-8.91
20.90	-8.89
20.92	-9.18
20.94	-9.06
20.96	-9.03
20.98	-9.02
21.00	-9.22
21.02	-9.24
21.04	-9.30
21.06	-9.25
21.08	-9.20
21.10	-9.21
21.12	-9.26
21.14	-8.99
21.16	-9.04
21.18	-9.15
21.20	-9.08
21.22	-8.76
21.24	-9.05
21.26	-9.07
21.28	-9.15
21.30	-9.13
21.32	-8.90
21.34	-8.55
21.36	-8.93
21.38	-8.89
21.40	-8.69
21.42	-8.80
21.44	-8.92
21.46	-8.93
21.48	-8.87
21.50	-8.73
21.52	-8.75
21.54	-8.67
21.56	-8.60
21.58	-8.74
21.60	-8.76
21.62	-8.70
21.64	-9.17
21.66	-9.07
21.68	-9.02
21.70	-9.00
21.72	-8.95
21.74	-8.75
21.76	-8.65
21.78	-8.75
21.79	-9.06
21.81	-9.10
21.83	-9.23
21.85	-9.05
21.87	-9.06
21.89	-9.12
21.91	-8.94
21.93	-8.86
21.95	-8.62
21.97	-8.90
21.99	-9.00
22.01	-8.68
22.03	-8.81
22.05	-8.84
22.07	-9.02
22.09	-9.05
22.11	-9.04
22.13	-9.22
22.15	-9.30
22.17	-9.15
22.19	-8.99
22.21	-8.87
22.23	-8.82
22.25	-8.87
22.27	-8.98
22.29	-8.99
22.31	-8.95
22.33	-8.80
22.35	-8.83
22.37	-8.90
22.39	-8.86
22.41	-8.75
22.43	-8.61
22.45	-9.03
22.47	-8.93
22.49	-9.02
22.51	-9.13
22.53	-9.13
22.55	-8.87
22.57	-8.74
22.59	-8.87
22.61	-9.06
22.63	-8.95
22.65	-8.83
22.67	-8.67
22.69	-8.65
22.71	-8.87
22.73	-8.96
22.74	-8.99
22.76	-8.93
22.78	-9.06
22.80	-9.11
22.82	-8.94
22.84	-8.88
22.86	-8.90
22.88	-8.95
22.90	-8.81
22.92	-8.57
22.94	-8.53
22.96	-8.71
22.98	-8.83
23.00	-8.82
23.02	-8.83
23.04	-8.63
23.06	-9.01
23.08	-9.12
23.10	-8.94
23.12	-8.87
23.14	-8.85
23.16	-8.56
23.18	-8.42
23.20	-8.21
23.22	-8.60
23.24	-8.45
23.26	-8.30
23.28	-8.29
23.30	-8.24
23.32	-8.15
23.34	-8.58
23.36	-8.56
23.38	-8.42
23.40	-8.61
23.42	-8.36
23.44	-8.36
23.46	-8.35
23.48	-8.38
23.50	-8.62
23.52	-8.35
23.54	-8.54
23.56	-8.49
23.58	-8.29
23.60	-8.32
23.62	-8.29
23.64	-8.20
23.66	-7.89
23.68	-7.91
23.69	-8.07
23.71	-8.37
23.73	-8.15
23.75	-8.48
23.77	-8.71
23.79	-8.40
23.81	-8.44
23.83	-8.34
23.85	-8.53
23.87	-8.60
23.89	-8.53
23.91	-8.73
23.93	-8.54
23.95	-8.56
23.97	-8.55
23.99	-8.95
24.01	-9.08
24.03	-8.84
24.05	-9.01
24.07	-9.11
24.09	-8.92
24.11	-9.01
24.13	-9.10
24.15	-9.12
24.17	-9.01
24.19	-9.15
24.21	-9.46
24.23	-9.57
24.25	-9.30
24.27	-9.21
24.29	-9.10
24.31	-9.03
24.33	-9.09
24.35	-9.09
24.37	-9.07
24.39	-9.02
24.41	-9.14
24.43	-9.26
24.45	-9.18
24.47	-9.27
24.49	-9.29
24.51	-9.00
24.53	-9.33
24.55	-9.40
24.57	-9.30
24.59	-9.35
24.61	-9.38
24.63	-9.36
24.64	-9.09
24.66	-9.00
24.68	-9.13
24.70	-8.93
24.72	-9.13
24.74	-9.27
24.76	-9.11
24.78	-9.08
24.80	-9.32
24.82	-9.50
24.84	-9.30
24.86	-9.16
24.88	-9.35
24.90	-9.12
24.92	-9.19
24.94	-9.20
24.96	-9.12
24.98	-8.89
25.00	-8.73
25.02	-8.98
25.04	-9.36
25.06	-9.35
25.08	-9.36
25.10	-9.30
25.12	-9.31
25.14	-9.28
25.16	-9.22
25.18	-9.18
25.20	-9.10
25.22	-8.92
25.24	-8.99
25.26	-9.03
25.28	-8.98
25.30	-8.99
25.32	-8.90
25.34	-8.81
25.36	-8.72
25.38	-8.93
25.40	-9.18
25.42	-9.13
25.44	-9.30
25.46	-9.47
25.48	-9.45
25.50	-9.41
25.52	-9.77
25.54	-9.59
25.56	-9.28
25.57	-9.19
25.59	-9.25
25.61	-9.27
25.63	-9.41
25.65	-9.30
25.67	-9.59
25.69	-9.62
25.71	-9.57
25.73	-9.47
25.75	-9.53
25.77	-9.61
25.79	-9.35
25.81	-9.23
25.83	-9.20
25.85	-9.41
25.87	-9.32
25.89	-9.29
25.91	-9.34
25.93	-9.20
25.95	-9.03
25.97	-9.16
25.99	-9.21
26.01	-9.18
26.03	-9.30
26.05	-9.17
26.07	-9.21
26.09	-9.19
26.11	-9.06
26.13	-8.97
26.15	-9.02
26.17	-9.11
26.19	-9.16
26.21	-9.05
26.23	-9.18
26.25	-9.38
26.27	-9.16
26.29	-9.06
26.31	-9.07
26.33	-9.03
26.35	-8.92
26.37	-8.74
26.39	-8.80
26.41	-8.88
26.43	-9.04
26.45	-9.22
26.47	-9.16
26.49	-9.04
26.51	-9.10
26.52	-9.01
26.54	-8.86
26.56	-9.04
26.58	-9.29
26.60	-9.22
26.62	-9.03
26.64	-8.91
26.66	-9.03
26.68	-8.86
26.70	-9.26
26.72	-9.30
26.74	-9.23
26.76	-9.24
26.78	-9.40
26.80	-9.61
26.82	-8.89
26.84	-8.97
26.86	-9.20
26.88	-8.93
26.90	-9.23
26.92	-9.38
26.94	-9.19
26.96	-8.98
26.98	-8.97
27.00	-9.31
27.02	-9.28
27.04	-9.67
27.06	-9.57
27.08	-9.31
27.10	-9.31
27.12	-9.37
27.14	-9.57
27.16	-9.44
27.18	-9.44
27.20	-9.32
27.22	-9.18
27.24	-9.12
27.26	-9.07
27.28	-8.99
27.30	-8.75
27.32	-8.51
27.34	-8.28
27.36	-8.38
27.38	-8.31
27.40	-8.01
27.42	-8.07
27.44	-8.10
27.46	-7.76
27.47	-7.37
27.49	-7.44
27.51	-7.91
27.53	-8.15
27.55	-8.36
27.57	-8.37
27.59	-8.32
27.61	-8.28
27.63	-8.34
27.65	-8.43
27.67	-8.67
27.69	-8.68
27.71	-8.29
27.73	-8.20
27.75	-7.97
27.77	-7.69
27.79	-7.84
27.81	-7.97
27.83	-7.82
27.85	-7.92
27.87	-8.17
27.89	-7.98
27.91	-8.12
27.93	-8.36
27.95	-8.32
27.97	-8.31
27.99	-8.31
28.01	-8.26
28.03	-8.34
28.05	-8.45
28.07	-8.27
28.09	-8.18
28.11	-8.43
28.13	-8.72
28.15	-8.79
28.17	-8.83
28.19	-8.83
28.21	-8.63
28.23	-8.70
28.25	-8.54
28.27	-8.60
28.29	-8.88
28.31	-9.13
28.33	-9.20
28.35	-9.12
28.37	-8.85
28.39	-8.78
28.41	-8.45
28.42	-8.31
28.44	-8.44
28.46	-8.61
28.48	-8.46
28.50	-8.16
28.52	-8.00
28.54	-7.59
28.56	-7.49
28.58	-7.56
28.60	-7.83
28.62	-7.85
28.64	-7.79
28.66	-7.58
28.68	-7.61
28.70	-7.50
28.72	-7.44
28.74	-7.44
28.76	-7.49
28.78	-7.60
28.80	-8.11
28.82	-7.89
28.84	-7.91
28.86	-7.90
28.88	-7.98
28.90	-7.90
28.92	-7.70
28.94	-7.74
28.96	-8.13
28.98	-7.79
29.00	-7.70
29.02	-7.93
29.04	-7.79
29.06	-7.76
29.08	-7.67
29.10	-7.52
29.12	-7.41
29.14	-7.40
29.16	-7.55
29.18	-7.47
29.20	-7.50
29.22	-7.41
29.24	-7.63
29.26	-7.78
29.28	-7.77
29.30	-7.72
29.32	-7.51
29.34	-7.75
29.36	-7.84
29.37	-7.67
29.39	-7.58
29.41	-7.62
29.43	-7.84
29.45	-7.96
29.47	-8.06
29.49	-8.00
29.51	-7.98
29.53	-8.08
29.55	-8.07
29.57	-8.12
29.59	-7.94
29.61	-7.48
29.63	-7.82
29.65	-7.99
29.67	-7.98
29.69	-7.73
29.71	-7.57
29.73	-7.40
29.75	-7.48
29.77	-7.73
29.79	-7.74
29.81	-7.54
